자치구,교육지원청,학교급,학교명,학교_주소,위도,경도,대표_전화번호,홈페이지_URL,학교_학생수,학교_교원1인당학생수,교육복지우선지원여부_UI,위클래스_있음,전문상담교사_수,보건교사_수,진로상담실_있음,방과후교과프로그램수,방과후특기적성프로그램수
관악구,동작관악교육지원청,중학교,봉원중학교,서울특별시 관악구 관악로24가길 15. 봉원중학교 (봉천동.봉원중학교),37.4841027415012,126.958890911497,02  -879 -1542,https://bongwon.sen.ms.kr,467,10.2,해당,있음,1,1,있음,2.0,5.0
광진구,성동광진교육지원청,중학교,광장중학교,서울특별시 광진구 광장로1길 1. 광장중학교 (광장동),37.5471775185817,127.101927589353,02  -452 -0745,http://gwangjang.sen.ms.kr,568,11.4,해당,있음,1,1,있음,0.0,3.0
광진구,성동광진교육지원청,중학교,신양중학교,서울특별시 광진구 자양강변길 73. 신양중학교 (자양동),37.5336522682692,127.063425269386,02  -461 -1070,http://shinyang.sen.ms.kr,264,8.5,해당,있음,2,1,있음,0.0,5.0
성동구,성동광진교육지원청,중학교,한양대학교사범대학부속중학교,서울특별시 성동구 마조로 42(사근동.한양사대부속중·고등학교),37.5619188387132,127.042324044658,02  -2200-3794,https://hyu.sen.ms.kr/,424,10.9,해당,있음,1,1,있음,0.0,5.0
강북구,성북강북교육지원청,중학교,인수중학교,서울특별시 강북구 인수봉로75길 10(수유동. 인수중학교),37.6437719058609,127.009667145786,02  -900 -7801,http://insu.sen.ms.kr,382,11.2,해당,있음,1,1,있음,0.0,2.0
강북구,성북강북교육지원청,중학교,솔샘중학교,서울특별시 강북구 인수봉로 39(미아동. 솔샘중.고등학교),37.6237648476803,127.012068855446,02  -981 -6872,https://solsaem.sen.ms.kr,320,10.3,미해당,있음,1,1,있음,1.0,5.0
성북구,성북강북교육지원청,중학교,길음중학교,서울특별시 성북구 길음로 144. 길음중학교 (길음동),37.6140334599191,127.017752359697,02  -910 -8770,http://gireum.sen.ms.kr,897,14.5,해당,있음,1,1,있음,1.0,8.0
성북구,성북강북교육지원청,중학교,용문중학교,서울특별시 성북구 고려대로17가길 46(안암동2가. 용문중고등학교),37.5886903262008,127.024660795253,02  -926 -4238,http://yongmoon.sen.ms.kr,165,6.9,해당,있음,1,1,있음,3.0,5.0
강남구,강남서초교육지원청,고등학교,경기고등학교,서울특별시 강남구 영동대로 643. 경기고등학교 (삼성동),37.517564539911,127.056075505663,02  -3496-7305,http://kyunggi.sen.hs.kr,1040,11.3,미해당,있음,0,2,있음,0.0,3.0
관악구,동작관악교육지원청,고등학교,당곡고등학교,서울특별시 관악구 봉천로21길 108. 당곡고등학교 (봉천동),37.4917603442825,126.934246405052,02  -6717-5200,http://danggok.sen.hs.kr,741,12.1,미해당,있음,1,1,있음,2.0,4.0
서초구,강남서초교육지원청,고등학교,반포고등학교,서울특별시 서초구 고무래로 71(반포동.반포고등학교),37.5027027335348,127.016510661972,02  -2258-4100,http://banpo.sen.hs.kr,795,10.1,미해당,있음,1,1,있음,2.0,5.0
서초구,강남서초교육지원청,고등학교,언남고등학교,서울 서초구 동산로13길 35(양재동. 언남고등학교),37.4723300184587,127.043005236379,02  -575 -2680,https://eonnam.sen.hs.kr,642,9.7,미해당,있음,0,2,있음,1.0,0.0
송파구,강동송파교육지원청,고등학교,오금고등학교,서울특별시 송파구 중대로 247(오금동),37.5045321738186,127.128968951167,02  -406 -0592,http://ogeum.sen.hs.kr,840,12.4,해당,있음,1,1,있음,3.0,0.0
송파구,강동송파교육지원청,고등학교,방산고등학교,서울특별시 송파구 오금로27길 18(방이동),37.5083995194679,127.120469638696,02  -418 -2600,http://bangsan.sen.hs.kr,823,11.6,미해당,있음,0,1,있음,0.0,1.0
은평구,서부교육지원청,고등학교,은평고등학교,서울특별시 은평구 갈현로15길 47(구산동),37.6091520473272,126.905808015137,02  -383 -0872,http://ep.sen.hs.kr,475,10.3,해당,있음,0,1,있음,1.0,3.0
은평구,서부교육지원청,고등학교,신도고등학교,서울특별시 은평구 통일로 961(진관동),37.6291325083008,126.918748608965,02  -3157-0021,http://sindo.sen.hs.kr,587,8.9,미해당,있음,1,1,있음,4.0,0.0
동대문구,동부교육지원청,고등학교,경희고등학교,서울특별시 동대문구 경희대로 26(회기동. 경희고등학교),37.5939491407769,127.054890960564,02  -966 -3782,http://www.kyungheeboy.hs.kr/,706,13.1,미해당,있음,0,1,있음,7.0,3.0
서초구,강남서초교육지원청,고등학교,상문고등학교,서울특별시 서초구 명달로 45(방배동.상문고등학교),37.4797554325594,127.003916819634,02  -586 -3141,http://sangmoon.sen.hs.kr,1220,13.6,미해당,있음,1,2,있음,23.0,0.0
서초구,강남서초교육지원청,고등학교,세화고등학교,서울특별시 서초구 신반포로 56-7(반포동),37.5019964569165,126.994230013893,02  -594 -4886,http://www.sehwa.hs.kr,1088,13.8,미해당,있음,0,1,있음,7.0,0.0
은평구,서부교육지원청,고등학교,숭실고등학교,서울특별시 은평구 은평터널로7길 6(신사동),37.5932748232178,126.902403937432,02  -373 -5910,http://soongsil.sen.hs.kr,1094,12.9,해당,있음,1,2,있음,21.0,0.0
양천구,강서양천교육지원청,고등학교,양천고등학교,서울특별시 양천구 신정로14길 13(신정동.양천고등학교),37.5083201483795,126.845202874653,02  -2605-5996,http://yangcheon.sen.hs.kr,901,13.4,미해당,있음,0,1,있음,3.0,1.0
영등포구,남부교육지원청,고등학교,장훈고등학교,서울특별시 영등포구 영등포로64길 26. 장훈고등학교 (신길동),37.5133455931748,126.916228547854,02  -842 -6921,http://www.janghoon.hs.kr,712,12.7,미해당,없음,0,1,있음,13.0,0.0
종로구,중부교육지원청,고등학교,중앙고등학교,서울특별시 종로구 창덕궁길 164(계동),37.5837882231459,126.987472622092,02  -742 -1321,http://choongang.sen.hs.kr,907,13.7,미해당,있음,1,1,있음,5.0,3.0
서초구,강남서초교육지원청,고등학교,동덕여자고등학교,서울특별시 서초구 효령로2길 123-5(방배동),37.4758460567445,126.992615816174,02  -6011-2547,http://dongduk.sen.hs.kr,837,10.9,미해당,있음,1,1,있음,8.0,5.0
송파구,강동송파교육지원청,고등학교,보인고등학교,서울특별시 송파구 오금로49길 18. 보인고등학교 (오금동),37.4975692004431,127.139517839227,02  -2043-6021,http://www.boin.hs.kr,1123,15.6,미해당,있음,0,1,있음,4.0,4.0
중랑구,동부교육지원청,고등학교,송곡여자고등학교,서울특별시 중랑구 양원역로 67. 송곡여자고등학교 (망우동),37.6065806263938,127.10537791548,02  -6328-7104,http://www.songgok.hs.kr,627,10.3,해당,있음,0,1,있음,16.0,0.0
동작구,동작관악교육지원청,고등학교,숭의여자고등학교,서울특별시 동작구 여의대방로36길 79. 숭의여자고등학교 (대방동),37.507364139341,126.92924328346,02  -810 -7800,http://soongeui.sen.hs.kr,652,10.5,미해당,있음,1,1,있음,1.0,0.0
송파구,강동송파교육지원청,고등학교,잠실여자고등학교,서울특별시 송파구 송파대로38길 8(송파동) 잠실여자고등학교,37.5017941334924,127.114241325581,02  -2140-8122,http://jamsilg.sen.hs.kr,970,12.0,미해당,있음,1,1,있음,5.0,0.0
송파구,강동송파교육지원청,고등학교,정신여자고등학교,서울특별시 송파구 올림픽로4길 16. 정신여자고등학교 (잠실동),37.5094538398143,127.073847329188,070 -4619-5836,https://chungshin.sen.hs.kr,858,11.4,미해당,있음,1,1,있음,1.0,1.0
마포구,서부교육지원청,고등학교,홍익대학교사범대학부속여자고등학교,서울특별시 마포구 성미산로 51(성산동. 여자고등학교),37.559665162458,126.912928685692,02  -331 -7584,http://hongik68.sen.hs.kr,727,11.7,미해당,있음,1,1,있음,10.0,2.0
서대문구,서부교육지원청,고등학교,한성과학고등학교,서울특별시 서대문구 통일로 279-79. 한성과학고등학교 (현저동),37.57543616578,126.952370943937,02  -6917-0000,https://hansungsh.sen.hs.kr,376,5.4,미해당,있음,1,1,있음,11.0,1.0
강동구,강동송파교육지원청,고등학교,한영외국어고등학교,서울특별시 강동구 동남로 832한영외국어고등학교(상일동),37.5490844724681,127.156927612469,02  -6954-1703,http://hyfl.sen.hs.kr,701,11.7,미해당,있음,0,1,있음,20.0,1.0
성북구,성북강북교육지원청,고등학교,서울도시과학기술고등학교,서울특별시 성북구 종암로 196(하월곡동.서울도시과학기술고등학교),37.6078074870515,127.033045536038,02  -940 -2500,http://sust.sen.hs.kr,308,5.0,미해당,있음,0,1,있음,46.0,2.0
노원구,북부교육지원청,고등학교,염광메디텍고등학교,서울특별시 노원구 월계로45가길 9. 염광메디텍고등학교 (월계동),37.6302844506448,127.049264552091,02  -994 -3104,http://ykm.sen.hs.kr,268,6.0,미해당,없음,0,1,있음,4.0,7.0
종로구,중부교육지원청,고등학교,서일문화예술고등학교,서울특별시 종로구 지봉로17길 49. 서일문화예술고등학교 (창신동. 서일문화예술고등학교),37.579364496797,127.012786339408,02  -745 -6221,http://www.seo-il.hs.kr,269,7.7,해당,있음,1,1,있음,10.0,0.0
노원구,북부교육지원청,고등학교,서울동산고등학교,서울특별시 노원구 공릉로 257(공릉동),37.6307779754887,127.073998366297,02  -971 -0903,http://seouldongsan.sen.hs.kr,792,7.6,미해당,있음,1,2,있음,0.0,12.0
관악구,동작관악교육지원청,고등학교,서울여자상업고등학교,서울특별시 관악구 관악로 85(봉천동.서울여자상업고등학교),37.4729045674501,126.950918062755,02  -873 -3614,https://sys.sen.hs.kr,412,7.2,해당,없음,0,1,있음,29.0,0.0
중구,중부교육지원청,고등학교,대경생활과학고등학교,서울특별시 중구 매봉18길 111. 대경생활과학고등학교 (신당동),37.5563732600255,127.016979156363,02  -2234-0798,http://www.daekyeong.hs.kr,368,6.6,미해당,있음,1,1,있음,28.0,3.0
강서구,강서양천교육지원청,고등학교,서울백영고등학교,서울특별시 강서구 방화대로34길 13서울백영고등학교 (방화동),37.5692177821112,126.817040800626,02  -2665-5900,https://sby.sen.hs.kr/,349,7.3,미해당,있음,1,1,있음,1.0,17.0
영등포구,남부교육지원청,고등학교,한국제과학교,서울특별시 영등포구 여의대방로61길 42(신길동),37.5159630199729,126.922035366789,02  -843 -6042,http://www.kib.or.kr,11,5.5,미해당,있음,0,0,있음,5.0,1.0
금천구,남부교육지원청,중학교,금천문화예술정보학교,서울특별시 금천구 남부순환로126길 25. 금천문화예술정보학교 (독산동),37.4792685652716,126.907219449459,02  -2039-9910,http://geumcheon.sen.sc.kr,0,0.0,미해당,있음,1,1,있음,1.0,4.0
동대문구,동부교육지원청,중학교,성일중학교,서울특별시 동대문구 왕산로23길 55(제기동),37.5818502321361,127.033850440748,02  -926 -0211,http://sungil.sen.ms.kr,309,9.4,해당,있음,2,1,있음,0.0,1.0
중랑구,동부교육지원청,중학교,신현중학교,서울특별시 중랑구 봉화산로 162. 신현중학교 (상봉동),37.6044645795756,127.091532797561,02  -3421-0631,http://sinhyeon.sen.ms.kr,681,12.4,해당,있음,0,1,있음,4.0,11.0
은평구,서부교육지원청,중학교,구산중학교,서울특별시 은평구 갈현로15길 20-23(구산동.구산중학교),37.6098720248468,126.90948871144,02  -389 -8785,http://gusanjung.sen.ms.kr,557,11.4,해당,있음,1,1,있음,2.0,6.0
마포구,서부교육지원청,중학교,상암중학교,서울특별시 마포구 상암산로1길 26(상암동),37.5790569198061,126.887550793573,02  -375 -5370,http://sangam.sen.ms.kr,878,12.7,해당,있음,0,2,있음,0.0,6.0
구로구,남부교육지원청,중학교,고척중학교,서울특별시 구로구 중앙로3길 20. 고척중학교 (고척동),37.4997408260167,126.861342460735,02  -6917-7101,http://gocheok.sen.ms.kr,812,12.9,해당,있음,2,1,있음,1.0,5.0
금천구,남부교육지원청,중학교,문성중학교,서울특별시 금천구 독산로102길 78. 문성중학교 (독산동),37.4754682009333,126.908493841535,02  -858 -8446,http://munseong.sen.ms.kr,237,8.8,해당,있음,1,1,있음,0.0,0.0
금천구,남부교육지원청,중학교,안천중학교,서울특별시 금천구 한내로 69-44(독산동.안천중학교),37.4595242629201,126.887498771184,02  -894 -1204,http://ancheon.sen.ms.kr,478,12.9,해당,있음,1,1,있음,0.0,2.0
영등포구,남부교육지원청,중학교,선유중학교,서울특별시 영등포구 선유로 213(양평동3가),37.5332864654562,126.894300682029,02  -2633-4147,http://seonyoo.sen.ms.kr,368,11.9,해당,있음,0,1,있음,0.0,0.0
영등포구,남부교육지원청,중학교,여의도중학교,서울특별시 영등포구 국제금융로7길 46. 여의도중학교 (여의도동),37.5239802029958,126.935753141866,02  -2199-9604,http://yeouido.sen.ms.kr,524,12.2,해당,있음,0,1,있음,2.0,4.0
구로구,남부교육지원청,중학교,오류중학교,서울특별시 구로구 고척로27바길 19(고척동),37.5077291918003,126.846523985639,02  -2612-2602,http://oryu.sen.ms.kr,306,9.6,해당,있음,0,1,있음,0.0,0.0
구로구,남부교육지원청,중학교,항동중학교,서울특별시 구로구 연동로 239-2(항동. 항동중학교),37.4828380762731,126.82037207979,02  -2223-0223,http://hangdong.sen.ms.kr,524,12.5,미해당,있음,1,1,있음,0.0,5.0
영등포구,남부교육지원청,중학교,신길중학교,서울특별시 영등포구 신길로28길 43(신길동. 신길중학교),37.5020345359595,126.915435514602,02  -6956-4770,http://singil.sen.ms.kr,711,12.1,미해당,있음,1,1,있음,1.0,6.0
노원구,북부교육지원청,중학교,노원중학교,서울특별시 노원구 동일로213길 26(상계동.노원중학교),37.6493611386676,127.059691996616,02  -3391-6921,http://nowon.sen.ms.kr,389,11.8,해당,있음,0,1,있음,0.0,5.0
도봉구,북부교육지원청,중학교,창동중학교,서울특별시 도봉구 방학로 32창동중학교 (방학동),37.6632295672339,127.048997534536,02  -2289-6600,http://changdong.sen.ms.kr,596,12.4,해당,있음,1,1,있음,0.0,7.0
노원구,북부교육지원청,중학교,태랑중학교,서울특별시 노원구 화랑로51나길 51(공릉동. 태랑중학교),37.6269609216049,127.09080728109,02  -973 -1355,http://taerang.sen.ms.kr,550,12.2,해당,있음,0,1,있음,1.0,6.0
